payer_id,first_name,last_name,date_of_birth,age,address,city,province,employment_status,annual_income_cad,marital_status
196,Thomas,Johnson,2007-12-19,19,"4835 First Ave, Red Deer, Alberta L9T 1U2",Red Deer,Alberta,Full-time,42621,Married
197,Ruth,Young,1987-01-11,39,"1341 Jackson St, Brampton, Ontario G0D 6J5",Brampton,Ontario,Full-time,45382,Widowed
198,Paul,Harris,2004-08-02,22,"4497 Franklin St, Montreal, Quebec H6B 1O5",Montreal,Quebec,Full-time,51139,Divorced
199,Lauren,Flores,1987-02-22,39,"5716 Lincoln Ave, Steinbach, Manitoba D1B 0G0",Steinbach,Manitoba,Part-time,18519,Divorced
200,Christopher,Bailey,1993-03-31,33,"975 Queen St, Winnipeg, Manitoba F8M 0P3",Winnipeg,Manitoba,Unemployed,0,Widowed
201,Carol,Johnson,1990-12-14,36,"6461 Spring St, London, Ontario D0M 1T4",London,Ontario,Full-time,73274,Widowed
202,Jason,Reyes,1999-09-08,27,"6250 Lincoln Ave, Hamilton, Ontario E0K 2C9",Hamilton,Ontario,Full-time,43374,Married
203,Benjamin,Lee,1983-05-24,43,"8312 Franklin St, London, Ontario G9I 9J5",London,Ontario,Part-time,17868,Widowed
204,Kelly,Jackson,1992-04-20,34,"7903 Maple Ave, Brandon, Manitoba E5H 5B7",Brandon,Manitoba,Part-time,18986,Widowed
205,Andrew,Hill,1984-03-17,42,"9817 Mill St, Burnaby, British Columbia Q7X 2V4",Burnaby,British Columbia,Full-time,57827,Divorced
206,Joseph,Garcia,2000-08-14,26,"9857 Cedar Ave, Ottawa, Ontario X6P 4L2",Ottawa,Ontario,Unemployed,0,Single
207,Sandra,Evans,1995-02-19,31,"5014 Johnson St, Brandon, Manitoba E2X 7G3",Brandon,Manitoba,Full-time,69092,Divorced
208,Joseph,Reyes,1988-03-21,38,"2316 Washington Ave, Mississauga, Ontario G5N 1Y2",Mississauga,Ontario,Full-time,74064,Widowed
209,Joshua,Stewart,1986-11-20,40,"8797 King St, Quebec City, Quebec Y0M 4X0",Quebec City,Quebec,Unemployed,0,Widowed
210,Andrew,Moore,1992-07-29,34,"3308 Jefferson St, Surrey, British Columbia M5A 8Q2",Surrey,British Columbia,Unemployed,0,Divorced
211,Laura,Walker,2007-04-11,19,"5964 First Ave, Red Deer, Alberta L8D 9Y3",Red Deer,Alberta,Full-time,63828,Common-law
212,Edward,Green,1984-06-29,42,"1817 Johnson St, Surrey, British Columbia C6T 9S7",Surrey,British Columbia,Part-time,22417,Divorced
213,Ronald,Hill,1991-02-10,35,"6117 Maple Ave, Victoria, British Columbia W7I 9K2",Victoria,British Columbia,Unemployed,0,Common-law
214,Jacob,Ortiz,1992-09-16,34,"8931 Wilson Ave, Mississauga, Ontario Z3A 7F0",Mississauga,Ontario,Part-time,16119,Widowed
215,Ronald,Scott,2007-01-06,19,"7078 Smith St, Steinbach, Manitoba A8Q 2F8",Steinbach,Manitoba,Part-time,24178,Single
216,Gregory,Peterson,2005-11-20,21,"3101 Park Ave, Red Deer, Alberta I7X 9X4",Red Deer,Alberta,Full-time,62554,Single
217,Kenneth,Peterson,1991-06-12,35,"7243 Clinton St, Edmonton, Alberta R3K 5R8",Edmonton,Alberta,Full-time,71817,Common-law
218,Sarah,Edwards,1990-11-02,36,"1991 Second Ave, London, Ontario X6A 8A4",London,Ontario,Full-time,53251,Single
219,Helen,Phillips,1988-12-28,38,"8030 Wilson Ave, Winnipeg, Manitoba W5H 9Y2",Winnipeg,Manitoba,Unemployed,0,Single
220,Barbara,Harris,1991-01-31,35,"5553 Maple Ave, Victoria, British Columbia E5K 9P0",Victoria,British Columbia,Unemployed,0,Divorced
221,Gregory,Young,1984-01-06,42,"9046 Church St, Laval, Quebec S5S 4V8",Laval,Quebec,Part-time,23850,Widowed
222,Edward,Edwards,1996-08-25,30,"9199 Second Ave, Winnipeg, Manitoba G3Z 0Y6",Winnipeg,Manitoba,Unemployed,0,Single
223,Lisa,Torres,1983-02-13,43,"656 Pine St, London, Ontario N7N 1V0",London,Ontario,Unemployed,0,Single
224,Edward,Edwards,1984-03-29,42,"7068 School St, Steinbach, Manitoba O2A 7H3",Steinbach,Manitoba,Part-time,15485,Widowed
225,Samuel,Ramirez,1989-06-02,37,"9955 Mill St, Surrey, British Columbia S2R 3X5",Surrey,British Columbia,Part-time,15108,Married
226,Elizabeth,White,2007-12-22,19,"7353 Spring St, London, Ontario W1J 2Q8",London,Ontario,Full-time,50767,Married
227,Jason,Morales,2008-09-26,18,"9677 Jefferson St, Vancouver, British Columbia P8B 2T6",Vancouver,British Columbia,Unemployed,0,Widowed
228,Andrew,Flores,1998-01-24,28,"8280 Oak St, Laval, Quebec D0C 5J9",Laval,Quebec,Full-time,63351,Common-law
229,Richard,Martin,1998-01-07,28,"3470 Main St, Victoria, British Columbia R3I 6L0",Victoria,British Columbia,Part-time,17547,Married
230,Thomas,Stewart,1995-11-11,31,"1133 Elm St, Toronto, Ontario A6M 8R1",Toronto,Ontario,Part-time,22574,Divorced
231,Nancy,Edwards,2007-06-10,19,"8651 Lincoln Ave, Red Deer, Alberta I0A 0Q9",Red Deer,Alberta,Part-time,17565,Single
232,Nicholas,Lewis,2006-02-07,20,"5661 Main St, Ottawa, Ontario S7G 7I9",Ottawa,Ontario,Unemployed,0,Single
233,Amy,Anderson,1992-03-19,34,"4507 Water St, Burnaby, British Columbia J7R 7Y6",Burnaby,British Columbia,Part-time,18738,Single
234,Alexander,Collins,2003-04-11,23,"6038 Adams St, Red Deer, Alberta V8T 3R5",Red Deer,Alberta,Part-time,23030,Single
235,Sharon,Edwards,2005-07-05,21,"2856 Queen St, Edmonton, Alberta W3L 3D8",Edmonton,Alberta,Full-time,45247,Single
236,Raymond,Anderson,2006-03-03,20,"9125 Spring St, Lethbridge, Alberta K7C 1K6",Lethbridge,Alberta,Part-time,16408,Divorced
237,Gregory,Thomas,2006-08-02,20,"9982 Clinton St, Surrey, British Columbia I5E 1C9",Surrey,British Columbia,Full-time,58326,Married
238,Michelle,White,1989-07-14,37,"7789 Main St, Hamilton, Ontario O2I 2S6",Hamilton,Ontario,Part-time,23059,Married
239,Patricia,Turner,1985-10-12,41,"5480 Smith St, Toronto, Ontario S0N 0Z9",Toronto,Ontario,Part-time,16896,Divorced
240,Nancy,Gonzalez,1984-11-16,42,"2621 Park Ave, Burnaby, British Columbia J5L 7U4",Burnaby,British Columbia,Full-time,69662,Married
241,Laura,Jackson,1986-02-13,40,"2544 Church St, Red Deer, Alberta P0P 3V5",Red Deer,Alberta,Part-time,23349,Divorced
242,James,Cooper,2008-12-11,18,"2954 Jefferson St, Lethbridge, Alberta C5F 8Y6",Lethbridge,Alberta,Full-time,72056,Single
243,Patricia,Mitchell,1994-11-25,32,"2558 Washington Ave, Hamilton, Ontario F6W 2T0",Hamilton,Ontario,Full-time,68618,Married
244,Matthew,Rodriguez,2001-07-03,25,"5586 Park Ave, Lethbridge, Alberta Z9L 7S7",Lethbridge,Alberta,Full-time,65759,Single
245,Eric,Hernandez,2008-11-12,18,"3079 Wilson Ave, Mississauga, Ontario Q0L 0Q1",Mississauga,Ontario,Unemployed,0,Single
246,Emily,Nelson,1992-12-04,34,"5632 Madison Ave, Toronto, Ontario V7F 2W1",Toronto,Ontario,Unemployed,0,Single
247,Timothy,Morgan,1997-06-16,29,"1411 Wilson Ave, Calgary, Alberta P3L 8M3",Calgary,Alberta,Part-time,16814,Married
248,John,Miller,2003-05-20,23,"2510 Church St, Laval, Quebec L3B 0Z8",Laval,Quebec,Part-time,23757,Widowed
249,Raymond,Peterson,1988-07-30,38,"1898 Queen St, Hamilton, Ontario G9F 6B1",Hamilton,Ontario,Unemployed,0,Widowed
250,Kelly,Lewis,1991-08-09,35,"8824 Queen St, Calgary, Alberta U5N 5H0",Calgary,Alberta,Full-time,41481,Single
251,Kelly,Ortiz,2007-04-14,19,"2770 Elm St, Toronto, Ontario S0Z 1Z8",Toronto,Ontario,Part-time,24862,Single
252,Carol,Scott,2000-01-21,26,"1065 Smith St, Vancouver, British Columbia Q9K 0X7",Vancouver,British Columbia,Full-time,65585,Single
253,Justin,Harris,1996-10-15,30,"5803 First Ave, Mississauga, Ontario B4W 8B4",Mississauga,Ontario,Unemployed,0,Divorced
254,Charles,Taylor,1993-11-13,33,"1008 Water St, Toronto, Ontario D7E 0V3",Toronto,Ontario,Unemployed,0,Divorced
255,Jeffrey,Collins,2001-12-23,25,"3605 Cedar Ave, Brandon, Manitoba M6R 3E9",Brandon,Manitoba,Unemployed,0,Widowed
256,Jacob,Adams,1986-02-17,40,"3229 King St, Surrey, British Columbia O7R 0F5",Surrey,British Columbia,Part-time,15771,Widowed
257,John,Turner,2008-02-14,18,"4441 Second Ave, Surrey, British Columbia M5G 5H9",Surrey,British Columbia,Unemployed,0,Married
258,Samuel,Lee,1991-05-24,35,"7233 Jackson St, Laval, Quebec A1L 2M7",Laval,Quebec,Full-time,54582,Common-law
259,Ronald,Gutierrez,1983-05-19,43,"4463 Oak St, Laval, Quebec O6M 8W2",Laval,Quebec,Unemployed,0,Married
260,James,Carter,2008-11-21,18,"3874 Jefferson St, Montreal, Quebec J0Y 5Y3",Montreal,Quebec,Full-time,41010,Widowed
261,Frances,Hill,1993-05-15,33,"7353 Second Ave, Laval, Quebec X7B 6R2",Laval,Quebec,Unemployed,0,Married
262,Daniel,Nguyen,1997-01-06,29,"5203 Spring St, Burnaby, British Columbia P7W 3K8",Burnaby,British Columbia,Full-time,64032,Common-law
263,Mary,Flores,1985-11-23,41,"7525 Church St, Quebec City, Quebec M6Y 5Z4",Quebec City,Quebec,Part-time,16991,Single
264,Jennifer,Martinez,1992-10-06,34,"8797 King St, Edmonton, Alberta X6Y 9P9",Edmonton,Alberta,Part-time,23354,Widowed
265,Thomas,Garcia,1993-09-25,33,"4422 Adams St, Burnaby, British Columbia U0R 9A6",Burnaby,British Columbia,Unemployed,0,Single
266,Stephen,Nelson,2006-12-02,20,"9202 Mill St, Victoria, British Columbia K4M 8S2",Victoria,British Columbia,Unemployed,0,Widowed
267,Deborah,Martinez,1983-10-12,43,"6000 Main St, Mississauga, Ontario J2L 5B5",Mississauga,Ontario,Unemployed,0,Widowed
268,Sandra,Garcia,1983-05-30,43,"2038 Wilson Ave, Winnipeg, Manitoba Z5U 7L5",Winnipeg,Manitoba,Part-time,19734,Single
269,Carol,Jones,1997-10-14,29,"9455 Maple Ave, Toronto, Ontario R0N 8H5",Toronto,Ontario,Part-time,18115,Common-law
270,Sharon,Anderson,1987-02-28,39,"987 Mill St, Toronto, Ontario E8T 2M9",Toronto,Ontario,Full-time,73488,Single
271,Melissa,Smith,1992-04-22,34,"813 Cedar Ave, London, Ontario C1T 3X5",London,Ontario,Part-time,17030,Widowed
272,Gregory,Adams,1990-02-23,36,"8725 Spring St, Laval, Quebec P2V 2E2",Laval,Quebec,Full-time,73359,Widowed
273,Elizabeth,Evans,2008-06-15,18,"8972 First Ave, Red Deer, Alberta K7Z 3F0",Red Deer,Alberta,Unemployed,0,Divorced
274,Scott,Morgan,2006-10-15,20,"1452 Pine St, Lethbridge, Alberta I0X 1I9",Lethbridge,Alberta,Part-time,22560,Married
275,Justin,Stewart,1982-09-10,44,"7976 Main St, Steinbach, Manitoba K5X 2M0",Steinbach,Manitoba,Full-time,70214,Divorced
276,Deborah,Torres,1991-05-27,35,"1333 Madison Ave, Winnipeg, Manitoba D7E 3U6",Winnipeg,Manitoba,Part-time,21874,Widowed
277,Brian,Green,2004-09-24,22,"3477 Church St, Surrey, British Columbia Z7K 5B3",Surrey,British Columbia,Unemployed,0,Common-law
278,Michelle,Young,1991-04-21,35,"4967 Wilson Ave, Vancouver, British Columbia G8I 4J1",Vancouver,British Columbia,Full-time,44584,Divorced
279,Ruth,Lee,1983-08-02,43,"579 High St, Laval, Quebec U7U 6U0",Laval,Quebec,Part-time,15887,Single
280,Jennifer,Martin,1989-12-18,37,"719 Queen St, Montreal, Quebec P7Y 7S0",Montreal,Quebec,Unemployed,0,Married
281,Jessica,Flores,1986-04-08,40,"2177 Jackson St, Quebec City, Quebec V6I 9J2",Quebec City,Quebec,Full-time,40187,Single
282,Sharon,Baker,1988-06-05,38,"4279 Wilson Ave, Victoria, British Columbia C3H 8V0",Victoria,British Columbia,Full-time,72842,Married
283,Michelle,Lee,2003-02-28,23,"2665 Water St, Toronto, Ontario W9J 9Q7",Toronto,Ontario,Part-time,16229,Widowed
284,Frank,Cruz,1992-06-05,34,"6471 High St, Quebec City, Quebec N7Q 6P5",Quebec City,Quebec,Unemployed,0,Divorced
285,Ruth,Morris,1998-10-08,28,"72 Jackson St, Calgary, Alberta H6D 4V9",Calgary,Alberta,Unemployed,0,Widowed
286,Frank,Allen,1987-04-19,39,"7211 Maple Ave, Quebec City, Quebec V2S 7W7",Quebec City,Quebec,Full-time,69546,Single
287,Karen,Parker,1986-01-24,40,"9757 Franklin St, Brampton, Ontario N5C 6B0",Brampton,Ontario,Full-time,70148,Widowed
288,Lauren,Mitchell,1993-05-27,33,"9651 Wilson Ave, Mississauga, Ontario I9H 1F2",Mississauga,Ontario,Full-time,45106,Widowed
289,Alexander,Baker,1997-09-03,29,"7344 School St, Toronto, Ontario N4D 4O9",Toronto,Ontario,Unemployed,0,Single
290,Jacob,White,1984-11-05,42,"1132 Washington Ave, Edmonton, Alberta R1X 0A4",Edmonton,Alberta,Full-time,59746,Common-law
291,Kevin,White,1995-06-11,31,"844 King St, Lethbridge, Alberta W4H 5D4",Lethbridge,Alberta,Unemployed,0,Married
292,Joshua,Diaz,1992-04-14,34,"9800 Second Ave, London, Ontario F5Z 6K1",London,Ontario,Unemployed,0,Divorced
293,Lauren,Rodriguez,2008-02-09,18,"4173 Johnson St, London, Ontario F1H 6R9",London,Ontario,Unemployed,0,Single
294,Melissa,Lopez,2007-03-04,19,"6228 Church St, Lethbridge, Alberta Q6T 6F1",Lethbridge,Alberta,Unemployed,0,Single
295,Elizabeth,Nelson,1986-06-15,40,"7770 King St, London, Ontario R0V 0F1",London,Ontario,Full-time,57000,Divorced
296,Patricia,Baker,2006-12-23,20,"1055 Pine St, Montreal, Quebec H0X 6H4",Montreal,Quebec,Unemployed,0,Married
297,Anthony,Bailey,1990-06-30,36,"227 Madison Ave, Surrey, British Columbia B6Z 8R8",Surrey,British Columbia,Full-time,55505,Widowed
298,Laura,Reyes,1988-11-22,38,"4381 Main St, Calgary, Alberta I8X 8D4",Calgary,Alberta,Full-time,70594,Common-law
299,Nicholas,Young,1986-09-08,40,"9114 Clinton St, Victoria, British Columbia L2O 2F3",Victoria,British Columbia,Unemployed,0,Widowed
300,Daniel,Miller,1983-02-12,43,"1327 High St, Calgary, Alberta Z8M 9V8",Calgary,Alberta,Full-time,41476,Widowed
301,Donna,Baker,1997-07-21,29,"4196 Franklin St, Montreal, Quebec X0F 3Q9",Montreal,Quebec,Unemployed,0,Widowed
302,Elizabeth,Wilson,2005-05-23,21,"2266 Park Ave, Edmonton, Alberta E1Y 9S1",Edmonton,Alberta,Part-time,15363,Divorced
303,Gary,Thompson,1998-02-07,28,"1617 First Ave, Red Deer, Alberta V8O 4I2",Red Deer,Alberta,Unemployed,0,Single
304,William,Murphy,2003-01-05,23,"7063 Jackson St, Red Deer, Alberta U8S 4W8",Red Deer,Alberta,Full-time,49768,Divorced
305,Matthew,Morris,1984-06-14,42,"5416 Spring St, Steinbach, Manitoba R4N 1S3",Steinbach,Manitoba,Unemployed,0,Single
306,Lisa,Rodriguez,2001-10-26,25,"3651 Second Ave, Red Deer, Alberta Z3C 8D8",Red Deer,Alberta,Unemployed,0,Common-law
307,Joseph,Gomez,1986-12-23,40,"2420 Oak St, Quebec City, Quebec U0D 5W9",Quebec City,Quebec,Unemployed,0,Single
308,Sandra,Campbell,1997-08-15,29,"928 Main St, Calgary, Alberta G8B 9G5",Calgary,Alberta,Full-time,51113,Married
309,Timothy,Rogers,2007-06-26,19,"1673 Water St, Lethbridge, Alberta R8J 5V5",Lethbridge,Alberta,Full-time,42976,Single
310,Michelle,Mitchell,2001-08-22,25,"7349 Jackson St, Quebec City, Quebec Z1O 6A5",Quebec City,Quebec,Part-time,17517,Single
311,Kevin,Martinez,1987-09-16,39,"5071 First Ave, Steinbach, Manitoba T2A 7A2",Steinbach,Manitoba,Part-time,16293,Married
312,Sarah,Miller,2005-05-28,21,"9182 Smith St, Brandon, Manitoba S3S 0B6",Brandon,Manitoba,Part-time,19156,Divorced
313,Richard,Lee,1998-12-29,28,"2734 Water St, Victoria, British Columbia C5Z 0F0",Victoria,British Columbia,Unemployed,0,Common-law
314,Brian,Mitchell,1999-04-30,27,"4078 Water St, Brandon, Manitoba D3K 4F5",Brandon,Manitoba,Full-time,57045,Divorced
315,Stephen,Hill,1991-02-01,35,"6786 Elm St, Red Deer, Alberta I7U 2Y7",Red Deer,Alberta,Full-time,68693,Common-law
316,Kenneth,Hall,1996-07-30,30,"3388 Mill St, Montreal, Quebec L0X 9L8",Montreal,Quebec,Full-time,47482,Divorced
317,Jennifer,Murphy,1996-11-20,30,"1235 Main St, Surrey, British Columbia C2R 2Z8",Surrey,British Columbia,Unemployed,0,Single
318,Justin,Green,1987-05-24,39,"245 King St, Brandon, Manitoba H2V 7C3",Brandon,Manitoba,Unemployed,0,Widowed
319,Timothy,Peterson,2001-12-27,25,"8150 Jefferson St, Toronto, Ontario X1I 6U3",Toronto,Ontario,Part-time,16676,Widowed
320,Larry,White,1989-07-25,37,"8814 Pine St, Victoria, British Columbia H3Z 4E9",Victoria,British Columbia,Part-time,16933,Common-law
321,Steven,Phillips,1992-07-13,34,"6647 Maple Ave, Brandon, Manitoba Z5R 4I5",Brandon,Manitoba,Full-time,53706,Married
322,Scott,Hall,2001-03-02,25,"1826 Queen St, Surrey, British Columbia X2M 0T4",Surrey,British Columbia,Part-time,22078,Divorced
323,Nancy,Carter,1991-01-15,35,"101 Elm St, Surrey, British Columbia U5A 9S7",Surrey,British Columbia,Unemployed,0,Married
324,Michael,Davis,1994-09-06,32,"3922 Main St, Ottawa, Ontario F2Y 1R2",Ottawa,Ontario,Part-time,17454,Widowed
325,Elizabeth,Gonzalez,1987-11-15,39,"2140 Queen St, Victoria, British Columbia Z7B 6J0",Victoria,British Columbia,Unemployed,0,Widowed
326,Frank,Campbell,1996-07-15,30,"7884 Pine St, Ottawa, Ontario C5Q 8U5",Ottawa,Ontario,Full-time,68314,Widowed
327,Joseph,Smith,1996-07-18,30,"8029 High St, London, Ontario W9Z 3L4",London,Ontario,Full-time,70845,Married
328,Deborah,Lewis,1988-05-23,38,"9800 Franklin St, Brandon, Manitoba C0B 1L8",Brandon,Manitoba,Unemployed,0,Divorced
329,Andrew,Cruz,2000-09-02,26,"4868 High St, Surrey, British Columbia F3O 2X7",Surrey,British Columbia,Full-time,65269,Divorced
330,Jessica,Martinez,1989-08-24,37,"8765 School St, Hamilton, Ontario K9H 2O3",Hamilton,Ontario,Part-time,17125,Single
331,Justin,Gonzalez,1986-03-29,40,"7950 Mill St, Laval, Quebec W6R 0C1",Laval,Quebec,Unemployed,0,Widowed
332,Richard,Nguyen,1987-07-09,39,"3065 Church St, Red Deer, Alberta Q6C 3N4",Red Deer,Alberta,Unemployed,0,Divorced
333,Mary,King,2008-06-21,18,"3979 Franklin St, Vancouver, British Columbia S2S 2U5",Vancouver,British Columbia,Part-time,15310,Common-law
334,Anthony,Turner,1983-01-19,43,"8516 Washington Ave, Quebec City, Quebec G8M 6W7",Quebec City,Quebec,Part-time,22667,Common-law
335,Amy,Phillips,1993-06-26,33,"7959 Oak St, London, Ontario E7M 1W7",London,Ontario,Full-time,73056,Divorced
336,Brandon,Stewart,1987-08-17,39,"9785 Pine St, Montreal, Quebec R0B 8F7",Montreal,Quebec,Full-time,73276,Married
337,William,Mitchell,1987-11-17,39,"4861 Wilson Ave, Laval, Quebec D2C 8D6",Laval,Quebec,Part-time,24648,Married
338,Karen,Walker,1995-12-04,31,"8648 Johnson St, Winnipeg, Manitoba W9U 7O1",Winnipeg,Manitoba,Full-time,47015,Widowed
339,Ruth,Hall,2005-03-01,21,"2083 Wilson Ave, Montreal, Quebec Z2R 2C8",Montreal,Quebec,Full-time,41696,Married
340,Benjamin,Ortiz,1998-03-26,28,"5568 King St, Vancouver, British Columbia K3Q 9L7",Vancouver,British Columbia,Part-time,20464,Married
341,Larry,Lee,1987-11-23,39,"6849 Cedar Ave, Mississauga, Ontario L1G 2I6",Mississauga,Ontario,Unemployed,0,Divorced
342,Mark,Martin,1997-07-13,29,"7578 Smith St, Quebec City, Quebec Q8P 7O9",Quebec City,Quebec,Full-time,55914,Married
343,Frank,Torres,2001-12-02,25,"9022 Queen St, Surrey, British Columbia Q6I 2Y1",Surrey,British Columbia,Unemployed,0,Widowed
344,Anthony,Turner,2001-05-02,25,"1724 Queen St, Burnaby, British Columbia V6K 4C3",Burnaby,British Columbia,Unemployed,0,Married
345,Betty,Gutierrez,1982-03-09,44,"2639 Water St, Lethbridge, Alberta T6O 2U7",Lethbridge,Alberta,Full-time,51515,Divorced
346,Jacob,Roberts,1997-09-21,29,"5678 Mill St, Hamilton, Ontario Q4V 4Y3",Hamilton,Ontario,Unemployed,0,Divorced
347,Timothy,Robinson,1992-07-30,34,"2707 Franklin St, Hamilton, Ontario E1R 4L2",Hamilton,Ontario,Full-time,68680,Divorced
348,Helen,Gonzalez,1987-05-17,39,"3805 School St, Lethbridge, Alberta P0W 5O2",Lethbridge,Alberta,Unemployed,0,Widowed
349,Michael,Edwards,1999-08-29,27,"2183 Church St, Hamilton, Ontario B8W 1U0",Hamilton,Ontario,Unemployed,0,Married
350,Michelle,Williams,1988-08-14,38,"346 Pine St, Burnaby, British Columbia B8Y 8O3",Burnaby,British Columbia,Part-time,18293,Single
351,Sarah,Walker,2006-12-04,20,"9422 Wilson Ave, Toronto, Ontario N0X 1I8",Toronto,Ontario,Unemployed,0,Common-law
352,Ruth,Johnson,1991-12-12,35,"9187 Park Ave, Lethbridge, Alberta Q4W 7K3",Lethbridge,Alberta,Unemployed,0,Married
353,Kenneth,Collins,2005-04-18,21,"7818 Main St, Burnaby, British Columbia J3J 3G8",Burnaby,British Columbia,Part-time,20378,Single
354,Kimberly,Adams,1989-05-02,37,"2876 First Ave, Hamilton, Ontario A6D 1E3",Hamilton,Ontario,Unemployed,0,Married
355,Betty,Johnson,1990-11-05,36,"2712 Adams St, Burnaby, British Columbia X5E 0O3",Burnaby,British Columbia,Unemployed,0,Married
356,Stephen,Rodriguez,1993-12-09,33,"2670 Jefferson St, Edmonton, Alberta C4L 3C7",Edmonton,Alberta,Part-time,22035,Common-law
357,James,Harris,1983-11-10,43,"5467 Queen St, Brampton, Ontario G3F 0H0",Brampton,Ontario,Full-time,49170,Single
358,Amy,Murphy,1990-02-06,36,"7479 Lincoln Ave, Steinbach, Manitoba F5Q 3Q0",Steinbach,Manitoba,Part-time,22655,Widowed
359,Christopher,Gomez,1999-01-11,27,"2716 Franklin St, Brandon, Manitoba P4C 1B5",Brandon,Manitoba,Part-time,17995,Married
360,Lisa,Wright,2004-12-25,22,"7278 School St, Quebec City, Quebec B7L 8D1",Quebec City,Quebec,Part-time,15851,Married
361,George,Garcia,2006-11-09,20,"3768 Church St, Hamilton, Ontario Y5A 3G8",Hamilton,Ontario,Unemployed,0,Widowed
362,Nicholas,Morgan,1986-12-21,40,"1451 Smith St, Mississauga, Ontario V4N 5M4",Mississauga,Ontario,Full-time,62565,Common-law
363,Catherine,Smith,2007-11-27,19,"3947 Cedar Ave, Victoria, British Columbia Z7N 6I1",Victoria,British Columbia,Full-time,68576,Widowed
364,Gary,Harris,2002-06-26,24,"9514 Spring St, Steinbach, Manitoba R3C 1G2",Steinbach,Manitoba,Unemployed,0,Married
365,Catherine,Gomez,1997-03-14,29,"5463 Queen St, Burnaby, British Columbia I8T 6O1",Burnaby,British Columbia,Unemployed,0,Common-law
366,Nicole,Adams,1999-07-21,27,"605 Franklin St, Edmonton, Alberta G2X 7G8",Edmonton,Alberta,Full-time,73134,Single
367,Kelly,Garcia,1987-12-28,39,"7985 Adams St, Red Deer, Alberta W5J 6E8",Red Deer,Alberta,Unemployed,0,Single
368,Brandon,Peterson,1985-07-05,41,"2406 Cedar Ave, Mississauga, Ontario W3R 8U8",Mississauga,Ontario,Unemployed,0,Married
369,Samuel,Mitchell,1988-04-27,38,"9920 Church St, Toronto, Ontario C5H 7C6",Toronto,Ontario,Full-time,43618,Married
370,Joshua,King,1986-10-20,40,"1971 Adams St, Vancouver, British Columbia K0Q 7O2",Vancouver,British Columbia,Part-time,15413,Widowed
371,Mary,Johnson,2002-11-21,24,"989 Cedar Ave, Steinbach, Manitoba X3U 8W9",Steinbach,Manitoba,Part-time,20165,Common-law
372,Karen,Gutierrez,2007-05-21,19,"6948 School St, Burnaby, British Columbia K9Z 5G8",Burnaby,British Columbia,Unemployed,0,Common-law
373,David,Hall,1982-10-21,44,"9035 Lincoln Ave, Hamilton, Ontario O4R 9W7",Hamilton,Ontario,Part-time,24678,Widowed
374,Gary,Martinez,2003-06-10,23,"9036 Water St, Burnaby, British Columbia X3X 6T3",Burnaby,British Columbia,Part-time,23646,Married
375,Anthony,Smith,1982-03-07,44,"1474 Spring St, Ottawa, Ontario P7W 7F0",Ottawa,Ontario,Unemployed,0,Single
376,Melissa,Adams,1987-12-23,39,"1949 Park Ave, Vancouver, British Columbia A4O 2R3",Vancouver,British Columbia,Unemployed,0,Widowed
377,Helen,Peterson,2002-11-20,24,"1170 First Ave, Toronto, Ontario J8X 3D2",Toronto,Ontario,Part-time,23763,Divorced
378,Sharon,Torres,1991-08-27,35,"4253 Johnson St, Brandon, Manitoba X7K 4H6",Brandon,Manitoba,Unemployed,0,Widowed
379,Michael,Hall,1986-09-29,40,"7393 King St, Quebec City, Quebec B5P 5O8",Quebec City,Quebec,Part-time,19138,Widowed
380,Sandra,Davis,1998-08-19,28,"263 Washington Ave, Burnaby, British Columbia E7B 7M8",Burnaby,British Columbia,Unemployed,0,Married
381,Edward,Hill,1993-01-27,33,"5395 First Ave, Edmonton, Alberta N0M 7Z2",Edmonton,Alberta,Full-time,49800,Divorced
382,Matthew,Carter,1989-01-28,37,"1699 Smith St, Quebec City, Quebec K5E 9D2",Quebec City,Quebec,Part-time,17403,Single
383,Jason,Clark,2003-05-13,23,"9446 Franklin St, Brampton, Ontario U9N 9V5",Brampton,Ontario,Full-time,71264,Divorced
384,Daniel,Brown,1998-04-25,28,"5304 Smith St, Quebec City, Quebec G2W 3E3",Quebec City,Quebec,Part-time,15107,Single
385,Catherine,Harris,1989-10-11,37,"4057 Washington Ave, Red Deer, Alberta J6C 6U8",Red Deer,Alberta,Part-time,16924,Widowed
386,Jonathan,Perez,1993-02-21,33,"7749 Adams St, London, Ontario Z9N 1A2",London,Ontario,Full-time,46823,Single
387,Jonathan,Cooper,1988-05-14,38,"4463 Queen St, Toronto, Ontario V8R 9Y6",Toronto,Ontario,Part-time,16745,Married
388,Scott,Robinson,2008-09-29,18,"4352 Jefferson St, Lethbridge, Alberta D5Y 2X5",Lethbridge,Alberta,Unemployed,0,Divorced
389,Steven,Green,2007-09-15,19,"7325 Main St, Steinbach, Manitoba L2N 9R5",Steinbach,Manitoba,Part-time,23613,Single
390,Kenneth,Edwards,2005-04-16,21,"2646 Smith St, Red Deer, Alberta M7I 6T4",Red Deer,Alberta,Unemployed,0,Married
391,Carol,Cook,1992-02-29,34,"3568 Queen St, Surrey, British Columbia B0U 8X6",Surrey,British Columbia,Unemployed,0,Divorced
392,Linda,Johnson,2003-05-25,23,"1255 Cedar Ave, Calgary, Alberta P7J 3Q3",Calgary,Alberta,Full-time,56051,Divorced
